0	1	2	
39	61	52	
20	40	53	
20	53	61	
20	61	40	
40	61	53	
20	52	53	
20	53	61	
20	61	52	
52	61	53	
21	23	35	
21	35	59	
21	59	23	
23	59	35	
21	23	41	
21	41	59	
21	59	23	
23	59	41	
21	27	37	
21	37	62	
21	62	27	
27	62	37	
21	27	41	
21	41	62	
21	62	27	
27	62	41	
21	35	54	
21	54	59	
21	59	35	
35	59	54	
21	37	54	
21	54	62	
21	62	37	
37	62	54	
21	41	59	
21	59	62	
21	62	41	
41	62	59	
21	54	59	
21	59	62	
21	62	54	
54	62	59	
22	24	36	
22	36	60	
22	60	24	
24	60	36	
22	24	42	
22	42	60	
22	60	24	
24	60	42	
22	28	38	
22	38	63	
22	63	28	
28	63	38	
22	28	42	
22	42	63	
22	63	28	
28	63	42	
22	36	55	
22	55	60	
22	60	36	
36	60	55	
22	38	55	
22	55	63	
22	63	38	
38	63	55	
22	42	60	
22	60	63	
22	63	42	
42	63	60	
22	55	60	
22	60	63	
22	63	55	
55	63	60	
23	29	39	
23	39	64	
23	64	29	
29	64	39	
23	29	41	
23	41	64	
23	64	29	
29	64	41	
23	35	56	
23	56	59	
23	59	35	
35	59	56	
23	39	56	
23	56	64	
23	64	39	
39	64	56	
23	41	59	
23	59	64	
23	64	41	
41	64	59	
23	56	59	
23	59	64	
23	64	56	
56	64	59	
24	30	40	
24	40	65	
24	65	30	
30	65	40	
24	30	42	
24	42	65	
24	65	30	
30	65	42	
24	36	57	
24	57	60	
24	60	36	
36	60	57	
24	40	57	
24	57	65	
24	65	40	
40	65	57	
24	42	60	
24	60	65	
24	65	42	
42	65	60	
24	57	60	
24	60	65	
24	65	57	
57	65	60	
25	27	37	
25	37	66	
25	66	27	
27	66	37	
25	27	43	
25	43	66	
25	66	27	
27	66	43	
25	28	38	
25	38	67	
25	67	28	
28	67	38	
25	28	43	
25	43	67	
25	67	28	
28	67	43	
25	37	58	
25	58	66	
25	66	37	
37	66	58	
25	38	58	
25	58	67	
25	67	38	
38	67	58	
25	43	66	
25	66	67	
25	67	43	
43	67	66	
25	58	66	
25	66	67	
25	67	58	
58	67	66	
26	29	39	
26	39	68	
26	68	29	
29	68	39	
26	29	44	
26	44	68	
26	68	29	
29	68	44	
26	30	40	
26	40	69	
26	69	30	
30	69	40	
26	30	44	
26	44	69	
26	69	30	
30	69	44	
26	39	61	
26	61	68	
26	68	39	
39	68	61	
26	40	61	
26	61	69	
26	69	40	
40	69	61	
26	44	68	
26	68	69	
26	69	44	
44	69	68	
26	61	68	
26	68	69	
26	69	61	
61	69	68	
27	31	41	
27	41	70	
27	70	31	
31	70	41	
27	31	43	
27	43	70	
27	70	31	
31	70	43	
27	37	62	
27	62	66	
27	66	37	
37	66	62	
27	41	62	
27	62	70	
27	70	41	
41	70	62	
27	43	66	
27	66	70	
27	70	43	
43	70	66	
27	62	66	
27	66	70	
27	70	62	
62	70	66	
28	32	42	
28	42	71	
28	71	32	
32	71	42	
28	32	43	
28	43	71	
28	71	32	
32	71	43	
28	38	63	
28	63	67	
28	67	38	
38	67	63	
28	42	63	
28	63	71	
28	71	42	
42	71	63	
28	43	67	
28	67	71	
28	71	43	
43	71	67	
28	63	67	
28	67	71	
28	71	63	
63	71	67	
29	31	41	
29	41	72	
29	72	31	
31	72	41	
29	31	44	
29	44	72	
29	72	31	
31	72	44	
29	39	64	
29	64	68	
29	68	39	
39	68	64	
29	41	64	
29	64	72	
29	72	41	
41	72	64	
29	44	68	
29	68	72	
29	72	44	
44	72	68	
29	64	68	
29	68	72	
29	72	64	
64	72	68	
30	32	42	
30	42	73	
30	73	32	
32	73	42	
30	32	44	
30	44	73	
30	73	32	
32	73	44	
30	40	65	
30	65	69	
30	69	40	
40	69	65	
30	42	65	
30	65	73	
30	73	42	
42	73	65	
30	44	69	
30	69	73	
30	73	44	
44	73	69	
30	65	69	
30	69	73	
30	73	65	
65	73	69	
31	32	43	
31	43	74	
31	74	32	
32	74	43	
31	32	44	
31	44	74	
31	74	32	
32	74	44	
31	41	70	
31	70	72	
31	72	41	
41	72	70	
31	43	70	
31	70	74	
31	74	43	
43	74	70	
31	44	72	
31	72	74	
31	74	44	
44	74	72	
31	70	72	
31	72	74	
31	74	70	
70	74	72	
32	42	71	
32	71	73	
32	73	42	
42	73	71	
32	43	71	
32	71	74	
32	74	43	
43	74	71	
32	44	73	
32	73	74	
32	74	44	
44	74	73	
32	71	73	
32	73	74	
32	74	71	
71	74	73	
33	45	46	
33	46	75	
33	75	45	
45	75	46	
33	45	47	
33	47	75	
33	75	45	
45	75	47	
33	46	50	
33	50	75	
33	75	46	
46	75	50	
33	47	51	
33	51	75	
33	75	47	
47	75	51	
33	50	51	
33	51	75	
33	75	50	
50	75	51	
34	45	48	
34	48	76	
34	76	45	
45	76	48	
34	45	49	
34	49	76	
34	76	45	
45	76	49	
34	48	52	
34	52	76	
34	76	48	
48	76	52	
34	49	53	
34	53	76	
34	76	49	
49	76	53	
34	52	53	
34	53	76	
34	76	52	
52	76	53	
35	46	48	
35	48	77	
35	77	46	
46	77	48	
35	46	54	
35	54	77	
35	77	46	
46	77	54	
35	48	56	
35	56	77	
35	77	48	
48	77	56	
35	54	59	
35	59	77	
35	77	54	
54	77	59	
35	56	59	
35	59	77	
35	77	56	
56	77	59	
36	47	49	
36	49	78	
36	78	47	
47	78	49	
36	47	55	
36	55	78	
36	78	47	
47	78	55	
36	49	57	
36	57	78	
36	78	49	
49	78	57	
36	55	60	
36	60	78	
36	78	55	
55	78	60	
36	57	60	
36	60	78	
36	78	57	
57	78	60	
37	50	54	
37	54	79	
37	79	50	
50	79	54	
37	50	58	
37	58	79	
37	79	50	
50	79	58	
37	54	62	
37	62	79	
37	79	54	
54	79	62	
37	58	66	
37	66	79	
37	79	58	
58	79	66	
37	62	66	
37	66	79	
37	79	62	
62	79	66	
38	51	55	
38	55	80	
38	80	51	
51	80	55	
38	51	58	
38	58	80	
38	80	51	
51	80	58	
38	55	63	
38	63	80	
38	80	55	
55	80	63	
38	58	67	
38	67	80	
38	80	58	
58	80	67	
38	63	67	
38	67	80	
38	80	63	
63	80	67	
39	52	56	
39	56	81	
39	81	52	
52	81	56	
39	52	61	
39	61	81	
39	81	52	
52	81	61	
39	56	64	
39	64	81	
39	81	56	
56	81	64	
39	61	68	
39	68	81	
39	81	61	
61	81	68	
39	64	68	
39	68	81	
39	81	64	
64	81	68	
40	53	57	
40	57	82	
40	82	53	
53	82	57	
40	53	61	
40	61	82	
40	82	53	
53	82	61	
40	57	65	
40	65	82	
40	82	57	
57	82	65	
40	61	69	
40	69	82	
40	82	61	
61	82	69	
40	65	69	
40	69	82	
40	82	65	
65	82	69	
41	59	62	
41	62	83	
41	83	59	
59	83	62	
41	59	64	
41	64	83	
41	83	59	
59	83	64	
41	62	70	
41	70	83	
41	83	62	
62	83	70	
41	64	72	
41	72	83	
41	83	64	
64	83	72	
41	70	72	
41	72	83	
41	83	70	
70	83	72	
42	60	63	
42	63	84	
42	84	60	
60	84	63	
42	60	65	
42	65	84	
42	84	60	
60	84	65	
42	63	71	
42	71	84	
42	84	63	
63	84	71	
42	65	73	
42	73	84	
42	84	65	
65	84	73	
42	71	73	
42	73	84	
42	84	71	
71	84	73	
43	66	67	
43	67	85	
43	85	66	
66	85	67	
43	66	70	
43	70	85	
43	85	66	
66	85	70	
43	67	71	
43	71	85	
43	85	67	
67	85	71	
43	70	74	
43	74	85	
43	85	70	
70	85	74	
43	71	74	
43	74	85	
43	85	71	
71	85	74	
44	68	69	
44	69	86	
44	86	68	
68	86	69	
44	68	72	
44	72	86	
44	86	68	
68	86	72	
44	69	73	
44	73	86	
44	86	69	
69	86	73	
44	72	74	
44	74	86	
44	86	72	
72	86	74	
44	73	74	
44	74	86	
44	86	73	
73	86	74	
45	46	48	
45	48	87	
45	87	46	
46	87	48	
45	46	75	
45	75	87	
45	87	46	
46	87	75	
45	47	49	
45	49	88	
45	88	47	
47	88	49	
45	47	75	
45	75	88	
45	88	47	
47	88	75	
45	48	76	
45	76	87	
45	87	48	
48	87	76	
45	49	76	
45	76	88	
45	88	49	
49	88	76	
45	75	87	
45	87	88	
45	88	75	
75	88	87	
45	76	87	
45	87	88	
45	88	76	
76	88	87	
46	48	77	
46	77	87	
46	87	48	
48	87	77	
46	50	54	
46	54	89	
46	89	50	
50	89	54	
46	50	75	
46	75	89	
46	89	50	
50	89	75	
46	54	77	
46	77	89	
46	89	54	
54	89	77	
46	75	87	
46	87	89	
46	89	75	
75	89	87	
46	77	87	
46	87	89	
46	89	77	
77	89	87	
47	49	78	
47	78	88	
47	88	49	
49	88	78	
47	51	55	
47	55	90	
47	90	51	
51	90	55	
47	51	75	
47	75	90	
47	90	51	
51	90	75	
47	55	78	
47	78	90	
47	90	55	
55	90	78	
47	75	88	
47	88	90	
47	90	75	
75	90	88	
47	78	88	
47	88	90	
47	90	78	
78	90	88	
48	52	56	
48	56	91	
48	91	52	
52	91	56	
48	52	76	
48	76	91	
48	91	52	
52	91	76	
48	56	77	
48	77	91	
48	91	56	
56	91	77	
48	76	87	
48	87	91	
48	91	76	
76	91	87	
48	77	87	
48	87	91	
48	91	77	
77	91	87	
49	53	57	
49	57	92	
49	92	53	
53	92	57	
49	53	76	
49	76	92	
49	92	53	
53	92	76	
49	57	78	
49	78	92	
49	92	57	
57	92	78	
49	76	88	
49	88	92	
49	92	76	
76	92	88	
49	78	88	
49	88	92	
49	92	78	
78	92	88	
50	51	58	
50	58	93	
50	93	51	
51	93	58	
50	51	75	
50	75	93	
50	93	51	
51	93	75	
50	54	79	
50	79	89	
50	89	54	
54	89	79	
50	58	79	
50	79	93	
50	93	58	
58	93	79	
50	75	89	
50	89	93	
50	93	75	
75	93	89	
50	79	89	
50	89	93	
50	93	79	
79	93	89	
51	55	80	
51	80	90	
51	90	55	
55	90	80	
51	58	80	
51	80	93	
51	93	58	
58	93	80	
51	75	90	
51	90	93	
51	93	75	
75	93	90	
51	80	90	
51	90	93	
51	93	80	
80	93	90	
52	53	61	
52	61	94	
52	94	53	
53	94	61	
52	53	76	
52	76	94	
52	94	53	
53	94	76	
52	56	81	
52	81	91	
52	91	56	
56	91	81	
52	61	81	
52	81	94	
52	94	61	
61	94	81	
52	76	91	
52	91	94	
52	94	76	
76	94	91	
52	81	91	
52	91	94	
52	94	81	
81	94	91	
53	57	82	
53	82	92	
53	92	57	
57	92	82	
53	61	82	
53	82	94	
53	94	61	
61	94	82	
53	76	92	
53	92	94	
53	94	76	
76	94	92	
53	82	92	
53	92	94	
53	94	82	
82	94	92	
54	59	62	
54	62	95	
54	95	59	
59	95	62	
54	59	77	
54	77	95	
54	95	59	
59	95	77	
54	62	79	
54	79	95	
54	95	62	
62	95	79	
54	77	89	
54	89	95	
54	95	77	
77	95	89	
54	79	89	
54	89	95	
54	95	79	
79	95	89	
55	60	63	
55	63	96	
55	96	60	
60	96	63	
55	60	78	
55	78	96	
55	96	60	
60	96	78	
55	63	80	
55	80	96	
55	96	63	
63	96	80	
55	78	90	
55	90	96	
55	96	78	
78	96	90	
55	80	90	
55	90	96	
55	96	80	
80	96	90	
56	59	64	
56	64	97	
56	97	59	
59	97	64	
56	59	77	
56	77	97	
56	97	59	
59	97	77	
56	64	81	
56	81	97	
56	97	64	
64	97	81	
56	77	91	
56	91	97	
56	97	77	
77	97	91	
56	81	91	
56	91	97	
56	97	81	
81	97	91	
57	60	65	
57	65	98	
57	98	60	
60	98	65	
57	60	78	
57	78	98	
57	98	60	
60	98	78	
57	65	82	
57	82	98	
57	98	65	
65	98	82	
57	78	92	
57	92	98	
57	98	78	
78	98	92	
57	82	92	
57	92	98	
57	98	82	
82	98	92	
58	66	67	
58	67	99	
58	99	66	
66	99	67	
58	66	79	
58	79	99	
58	99	66	
66	99	79	
58	67	80	
58	80	99	
58	99	67	
67	99	80	
58	79	93	
58	93	99	
58	99	79	
79	99	93	
58	80	93	
58	93	99	
58	99	80	
80	99	93	
59	62	83	
59	83	95	
59	95	62	
62	95	83	
59	64	83	
59	83	97	
59	97	64	
64	97	83	
59	77	95	
59	95	97	
59	97	77	
77	97	95	
59	83	95	
59	95	97	
59	97	83	
83	97	95	
60	63	84	
60	84	96	
60	96	63	
63	96	84	
60	65	84	
60	84	98	
60	98	65	
65	98	84	
60	78	96	
60	96	98	
60	98	78	
78	98	96	
60	84	96	
60	96	98	
60	98	84	
84	98	96	
61	68	69	
61	69	100	
61	100	68	
68	100	69	
61	68	81	
61	81	100	
61	100	68	
68	100	81	
61	69	82	
61	82	100	
61	100	69	
69	100	82	
61	81	94	
61	94	100	
61	100	81	
81	100	94	
61	82	94	
61	94	100	
61	100	82	
82	100	94	
62	66	70	
62	70	101	
62	101	66	
66	101	70	
62	66	79	
62	79	101	
62	101	66	
66	101	79	
62	70	83	
62	83	101	
62	101	70	
70	101	83	
62	79	95	
62	95	101	
62	101	79	
79	101	95	
62	83	95	
62	95	101	
62	101	83	
83	101	95	
63	67	71	
63	71	102	
63	102	67	
67	102	71	
63	67	80	
63	80	102	
63	102	67	
67	102	80	
63	71	84	
63	84	102	
63	102	71	
71	102	84	
63	80	96	
63	96	102	
63	102	80	
80	102	96	
63	84	96	
63	96	102	
63	102	84	
84	102	96	
64	68	72	
64	72	103	
64	103	68	
68	103	72	
64	68	81	
64	81	103	
64	103	68	
68	103	81	
64	72	83	
64	83	103	
64	103	72	
72	103	83	
64	81	97	
64	97	103	
64	103	81	
81	103	97	
64	83	97	
64	97	103	
64	103	83	
83	103	97	
65	69	73	
65	73	104	
65	104	69	
69	104	73	
65	69	82	
65	82	104	
65	104	69	
69	104	82	
65	73	84	
65	84	104	
65	104	73	
73	104	84	
65	82	98	
65	98	104	
65	104	82	
82	104	98	
65	84	98	
65	98	104	
65	104	84	
84	104	98	
66	67	85	
66	85	99	
66	99	67	
67	99	85	
66	70	85	
66	85	101	
66	101	70	
70	101	85	
66	79	99	
66	99	101	
66	101	79	
79	101	99	
66	85	99	
66	99	101	
66	101	85	
85	101	99	
67	71	85	
67	85	102	
67	102	71	
71	102	85	
67	80	99	
67	99	102	
67	102	80	
80	102	99	
67	85	99	
67	99	102	
67	102	85	
85	102	99	
68	69	86	
68	86	100	
68	100	69	
69	100	86	
68	72	86	
68	86	103	
68	103	72	
72	103	86	
68	81	100	
68	100	103	
68	103	81	
81	103	100	
68	86	100	
68	100	103	
68	103	86	
86	103	100	
69	73	86	
69	86	104	
69	104	73	
73	104	86	
69	82	100	
69	100	104	
69	104	82	
82	104	100	
69	86	100	
69	100	104	
69	104	86	
86	104	100	
70	72	74	
70	74	105	
70	105	72	
72	105	74	
70	72	83	
70	83	105	
70	105	72	
72	105	83	
70	74	85	
70	85	105	
70	105	74	
74	105	85	
70	83	101	
70	101	105	
70	105	83	
83	105	101	
70	85	101	
70	101	105	
70	105	85	
85	105	101	
71	73	74	
71	74	106	
71	106	73	
73	106	74	
71	73	84	
71	84	106	
71	106	73	
73	106	84	
71	74	85	
71	85	106	
71	106	74	
74	106	85	
71	84	102	
71	102	106	
71	106	84	
84	106	102	
71	85	102	
71	102	106	
71	106	85	
85	106	102	
72	74	86	
72	86	105	
72	105	74	
74	105	86	
72	83	103	
72	103	105	
72	105	83	
83	105	103	
72	86	103	
72	103	105	
72	105	86	
86	105	103	
73	74	86	
73	86	106	
73	106	74	
74	106	86	
73	84	104	
73	104	106	
73	106	84	
84	106	104	
73	86	104	
73	104	106	
73	106	86	
86	106	104	
74	85	105	
74	105	106	
74	106	85	
85	106	105	
74	86	105	
74	105	106	
74	106	86	
86	106	105	
75	87	88	
75	88	107	
75	107	87	
87	107	88	
75	87	89	
75	89	107	
75	107	87	
87	107	89	
75	88	90	
75	90	107	
75	107	88	
88	107	90	
75	89	93	
75	93	107	
75	107	89	
89	107	93	
75	90	93	
75	93	107	
75	107	90	
90	107	93	
76	87	88	
76	88	108	
76	108	87	
87	108	88	
76	87	91	
76	91	108	
76	108	87	
87	108	91	
76	88	92	
76	92	108	
76	108	88	
88	108	92	
76	91	94	
76	94	108	
76	108	91	
91	108	94	
76	92	94	
76	94	108	
76	108	92	
92	108	94	
77	87	89	
77	89	109	
77	109	87	
87	109	89	
77	87	91	
77	91	109	
77	109	87	
87	109	91	
77	89	95	
77	95	109	
77	109	89	
89	109	95	
77	91	97	
77	97	109	
77	109	91	
91	109	97	
77	95	97	
77	97	109	
77	109	95	
95	109	97	
78	88	90	
78	90	110	
78	110	88	
88	110	90	
78	88	92	
78	92	110	
78	110	88	
88	110	92	
78	90	96	
78	96	110	
78	110	90	
90	110	96	
78	92	98	
78	98	110	
78	110	92	
92	110	98	
78	96	98	
78	98	110	
78	110	96	
96	110	98	
79	89	93	
79	93	111	
79	111	89	
89	111	93	
79	89	95	
79	95	111	
79	111	89	
89	111	95	
79	93	99	
79	99	111	
79	111	93	
93	111	99	
79	95	101	
79	101	111	
79	111	95	
95	111	101	
79	99	101	
79	101	111	
79	111	99	
99	111	101	
80	90	93	
80	93	112	
80	112	90	
90	112	93	
80	90	96	
80	96	112	
80	112	90	
90	112	96	
80	93	99	
80	99	112	
80	112	93	
93	112	99	
80	96	102	
80	102	112	
80	112	96	
96	112	102	
80	99	102	
80	102	112	
